"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","should_add[pet96]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_match_contains_string_ignoring_case","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","5","should_add[pet35]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet41]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet52]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet12]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet6]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet65]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet56]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet55]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","6","should_add[pet8]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet15]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_have_item","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","4","should_add[pet98]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet48]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet30]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_stream_file_reads_file","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","1","should_create_valid_csv","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","1","should_iterable_reader_reads_chunks","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","1","should_return_value_and_log_with_logger_mixin_trace","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","logger_tests","",""
"","6","should_add[pet9]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","6003","should_repeat","qa-pytest-commons.tests","Wed Jun 25 05:49:00 UTC 2025","passed","Wed Jun 25 05:49:06 UTC 2025","BddScenarioTests","bdd_scenario_tests","",""
"","5","should_add[pet54]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet89]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1047","should_publish_and_consume","qa-pytest-examples.tests","Wed Jun 25 05:49:06 UTC 2025","passed","Wed Jun 25 05:49:07 UTC 2025","RabbitMqSelfTests","rabbitmq_self_tests","",""
"","5","should_add[pet19]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_support_immutability","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","object_utils_tests","",""
"","0","should_match_iterator_yielding","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","0","should_match_properties","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","1","should_match","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","0","should_match_within_dates[test_date3-start_date3-end_date3]","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","5","should_add[pet72]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet25]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet67]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_assert_from_tuple","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","tuple_utils_tests","",""
"","8","should_add[pet4]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_validate_all","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","stream_utils_tests","",""
